3840,0,180
5512,0,192
3688,0,196
3812,0,1844,1860
296,0,1928
364,0,1952
452,0,1972
528,0,1988
652,0,2012
724,0,2040
1688,0,2060
1824,0,232
244,0,212
5748,0,3484
3548,0,5752
5664,0,3460
